Word,Count
Minimal,6
compiled,6
reduced,6
basically,6
Rational,6
////////////////////////////////////////////////////////////////////////////////////////,6
(add,6
async,6
let,6
during,6
followed,6
RUBY:,6
jobName,6
max,6
sass2scss,6
Boolean,6
angle,6
unsigned,6
subsequences,6
Get,6
join,6
clean,6
cwd,6
three,6
extending,6
C,6
branch,6
expectation,6
Compound_Selector,6
mixin,6
own,6
1;,6
Deallocate,6
XXX:,6
matching,6
action,6
\copy,\,6
produce,6
urls,6
aren't,6
quote_mark,6
lead,6
allows,6
warning,5
conditions,5
extra,5
.a,5
\},\,5
string::npos),5
vars,5
takes,5
switch,5
==============================================================================,5
expensive,5
RGB,5
hasher,5
locale,5
semicolon,5
loaded,5
upper,5
\3,\,5
matcher,5
closing,5
therefore,5
begin,5
slash,5
fixed,5
DEBUG,5
success,5
implemented,5
marks,5
force,5
(for,5
\Set[1,\,5
filled,5
param,5
(ToDo:,5
External,5
peek,5
strange,5
ignore,5
declarations,5
Selector,5
info,5
\sel2,\,5
makes,5
\selector,\,5
writable,5
split,5
related,5
place,5
hyphens,5
Disable,5
algorithm,5
report,5
Common,5
(or,5
Push,5
now),5
(if,5
again,5
generate,5
easier,5
MSVC,5
CSS3,5
handles,5
skipping,5
black,5
||=,5
drop,5
BASIC,5
expand,5
non-option,5
changed,5
\"\);\,5
exact,5
had,5
lookahead,5
instantiate,5
Level,5
unary,5
\exported,\,5
represents,5
Sass_Values,5
previous,5
accompanying,5
\merge_final_ops(seq1,\,5
\@ssm.get(Set[1,\,5
equality,5
matter,5
fix,5
override,5
source-maps,5
counter,5
callbacks,5
Native_Function,5
relational,5
pseudo-elements,5
returning,5
NAN_JSON_H_NEED_PARSE,5
\sel1,\,5
\part,\,5
Deallocator,5
macro,5
template,5
lcs,5
imports,5
\[["\Foo"\,\,5
Print,5
@extend,5
C-API,5
Assert,5
optimize,5
Sass_Context,5
Getter,5
delimiters,5
/(#{URLCHAR}*?)(#{W}\)|#\{)/,5
fetch,5
format,5
(but,5
four,5
Forward,5
logic,5
overhead,5
follow,5
ensure,5
&,5
ParserState,5
prepare,5
points,5
preceding,5
API,5
identifiers,5
numerator,5
times,5
adjust,5
clone,5
media,5
3.2.19,5
(maybe,5
s),5
change,5
named,5
\11,\,5
Sass_List,5
Type,5
well,5
added,5
trying,5
ID,5
seq2,5
separate,5
counted,5
plugins,5
int,5
arithmetic,5
local,5
contain,5
__cplusplus,5
==================================================================,5
protocol,5
b,5
accept,5
evaluation,5
std::string,5
handler,5
'>',5
NOLINT(build/include_what_you_use),5
tabs,5
ctx,5
MATCHERS,5
============================================================,4
further,4
\execute,\,4
\Specifically,\,4
std::ostream&,4
\file:///,\,4
numbers,4
Any,4
ppm,4
{|s|,4
attribute-matching,4
\case,\,4
\"\\n"\\,4
cut,4
choose,4
evaluate,4
\string,\,4
exists,4
going,4
stop,4
skips,4
Array,4
extensions,4
diff,4
//////////////////////////////////////////////////////,4
Closes,4
As,4
account,4
guard,4
invalidate,4
parses,4
worker,4
Computes,4
transmit,4
0},4
insensitive,4
////////////////,4
\exception,\,4
cancel,4
one-line,4
extern,4
frequency,4
tried,4
seq1,4
\optional_spaces,\,4
cedilla,4
happen),4
area,4
underscore,4
temporary,4
\spaces,\,4
init,4
white,4
derived,4
links,4
row,4
representation,4
So,4
typedefs,4
Initializes,4
resolutions,4
dynamic,4
converter,4
implementations,4
\strm,\,4
alpha,4
\"\,\,4
initialize,4
\space,\,4
exception,4
element_needs_parens,4
s2,4
prepend,4
file:///,4
\"\Software"\)\,4
shall,4
json,4
(should,4
\sel1.unify(sel2.members,\,4
linked,4
///////////////////////////////////////////////,4
pSelector,4
solve,4
exceptions,4
file://,4
\statement,\,4
'l',4
++i),4
best,4
normally,4
[0-9]+),4
blank,4
Provides,4
////////////////////////,4
\disclaimer,\,4
eqivalent,4
arg,4
leftover,4
(which,4
bottom,4
circular,4
iterators,4
endl;,4
(like,4
overload:,4
starting,4
placed,4
(*p,4
controller,4
\seq2,\,4
represent,4
brace,4
pgm,4
notation,4
utils,4
\identifier,\,4
problems,4
guess,4
\line,\,4
framework,4
Take,4
for(,4
c-tor,4
\4,\,4
escapes,4
consumed,4
ordinal,4
iteration,4
hard,4
use:,4
==>,4
inside_str,4
declare,4
Argument,4
io,4
\reproduce,\,4
\std::unordered_map<Expression_Obj,\,4
Arg_parser,4
\Set["\fizz"\,\,4
better,4
////////////////////////////////////////////////////////,4
\:bar,\,4
separated,4
'-',4
/////////////////////////////////////////////////,4
contents,4
-->,4
//////////////////////////////////////////////////////////,4
user,4
\executable,\,4
params,4
Env*,4
Add,4
[NodeCollection<NodeCollection<Node>>],4
gap,4
bell,4
substring,4
group,4
operands,4
re-thrown,4
caron,4
(utis),4
high,4
DISTRIBUTING,4
naming,4
solely,4
definition,4
prelexer,4
Succeeds,4
[].flatten,4
guaranteed,4
thrown,4
instead,4
has_reference(true);,4
pairs,4
third-parties,4
won't,4
passing,4
matchers,4
//////////////////////,4
delegate,4
is_alpha,4
NON-INFRINGEMENT,4
////////////////////////////////////,4
pseudo-class,4
based),4
sel2.subject?),4
checks,4
TITLE,4
long,4
rule,4
D,4
2006,4
alternatives<,4
I'm,4
created,4
machine-executable,4
queries,4
raw,4
\PURPOSE,\,4
Second,4
adapted,4
Handle,4
release,4
\list,\,4
multi-line,4
octet,4
beginning,4
quotation,4
ANYONE,4
Sass_Compiler,4
indent,4
//////////////////////////////////////////////////,4
unwrapped,4
IMPROVEMENT:,4
body,4
`y`,4
r,4
(copied,4
\grant,\,4
///////////////////////////////////,4
sub,4
step,4
UTF-16,4
following:,4
notices,4
0..blocks-1,4
member,4
templates,4
public,4
zero_plus<,4
model,4
Sass::Util.flatten,4
/////////////////,4
processor,4
Just,4
increment,4
ancestor,4
RTTI,4
users,4
callee,4
//////////////,4
But,4
primitive,4
Trifunovic,4
PDF,4
collections,4
per,4
p,4
kind,4
-1,4
Nemanja,4
\"\REGEX"\\,4
fully,4
filesystem,4
need_space,4
comparing,4
limit,4
operator<<(std::ostream&,4
\2,\,4
/////////////////////////////,4
organization,4
making,4
\display,\,4
2013-2016,4
arglist,4
reasons,4
assert,4
\12,\,4
technique,4
isMoreSpecificInner,4
stage,4
were,4
care,4
introduced,4
(e.g,4
EXTENDED,4
intended,4
reserved,4
\other,\,4
\pstate,\,4
unification,4
backslashes,4
\"\fazz"\]]],\,4
heap,4
charset,4
succeeds,4
ops1,4
\restriction,\,4
specificity,4
encoding,4
Note,4
opens,4
Fast,4
\bytes,\,4
however,4
===========================================================,4
\e.g.,\,4
res),3
id,3
inspection,3
\(i.e.,\,3
porting,3
Not,3
consider,3
space/linefeed,3
(constructor,3
compilers,3
Ruby:,3
qualifiers,3
\X="\\,3
\DEBUG_PRINTLN(EXTEND_COMPOUND,\,3
Media,3
Blue,3
(peek,3
writing,3
list),3
bug,3
leave,3
\2]]],\,3
rv.found,3
encoded,3
(mostly,3
pattern,3
boundaries,3
Recommendation,3
max_spec,3
ambiguous,3
working,3
width,3
distinguish,3
chunk2,3
\merge,\,3
address,3
functional,3
\/url\(#{W}(#{URLCHAR}*?)(#{W}\)|#\{)/,\,3
turn,3
exit,3
subclasses,3
\DEBUG_PRINTLN(LCS,\,3
placeholder,3
Color,3
choices,3
Parse,3
duplicate,3
recognized,3
creates,3
\@ssm[Set[:foo,\,3
faster,3
alphanumeric,3
Block_Obj,3
requested,3
dummy,3
\10,\,3
sourceMappingUrl,3
\functions,\,3
\"\:"\;\,3
(process,3
seq1.shift,3
comparision,3
Validate,3
arrs,3
Green,3
strict,3
\CLAIM,\,3
Equivalent:,3
ops2.first,3
pixel;,3
STL,3
There,3
defaults),3
end_of_file,3
seqs,3
XXXX,3
false;,3
1111,3
less,3
having,3
SassTypes::Value,3
Insert,3
processed,3
\it,\,3
many,3
\string_re('',\,3
Also,3
numeric,3
compress,3
benefit,3
desired,3
enum,3
replaced,3
equals,3
taken,3
T,3
'a',3
[]),3
element,3
Clone,3
Executes,3
complete,3
return;,3
ctype,3
ACTION,3
Path,3
\sublicense,\,3
math,3
quadratic,3
optional<,3
\"\static"\\,3
short,3
deque,3
seqs2,3
base64,3
Script,3
forget,3
accessible,3
\[3,\,3
unterminated,3
goes,3
HSL,3
\chunks(seq1,\,3
containing,3
checking,3
checked,3
13]],3
sourcemap,3
den,3
Lists,3
Must,3
getters,3
across,3
nesting,3
+/-,3
merge),3
\too,\,3
[[]],3
Convenience,3
\position,\,3
0x80..0xBF,3
Maybe,3
Since,3
'I',3
url,3
unified,3
unlimited,3
fit,3
Whether,3
structs,3
\number,\,3
interesting,3
concat,3
progress,3
seq2.shift,3
subsequent,3
DLL,3
combinations,3
inc,3
\"\fazz"\])\,3
prefixed,3
{},3
noise,3
unused,3
\far,\,3
\error,\,3
turned,3
#include,3
fixes,3
connect,3
T>,3
\container,\,3
below,3
Template,3
def->block();,3
processing,3
Test,3
1),3
conditions:,3
consistency,3
\"\Software"\),\,3
++i,3
(will,3
fold,3
\publish,\,3
\Set[:foo,\,3
Sass_Value,3
\0,\,3
command,3
Uses,3
>(q)),3
RAWBITS,3
distribute,3
lib,3
calling,3
completely,3
Selectors,3
semicolons,3
causes,3
Deprecated,3
\(e.g.,\,3
NONINFRINGEMENT,3
later),3
q;,3
comparison,3
OK,3
[Array],3
\resource,\,3
\Set[10,\,3
scss,3
compared,3
=====================================================================,3
recognize,3
wrapper,3
opt,3
7.0,3
unquote,3
moves,3
Tries,3
codepoints,3
manually,3
DEBUG_PRINTLN,3
Don't,3
schemas,3
console,3
\modify,\,3
sometimes,3
unique,3
feeds,3
compatibility,3
Mixin,3
:after,3
Local<>,3
#define,3
ops2),3
event,3
ops2,3
persons,3
config,3
Blob,3
undefined,3
NULL,3
parentSeqClone,3
representing,3
threshold,3
(and,3
(utf16),3
substantial,3
Extend,3
>();,3
somewhere,3
{|p|,3
\Y="\\,3
target,3
can't,3
generation,3
\down,\,3
\@ssm.get(Set["\fizz"\,\,3
ruleset,3
var,3
nulls,3
warnings,3
last_current,3
ranges,3
Selector_List,3
overlong,3
integer,3
rulesets,3
\12]],\,3
\one,\,3
sass',3
placeholders,3
superscript,3
.pdb,3
AsyncResource,3
(unless,3
delay,3
come,3
HERE,3
doing,3
\@ssm[Set[10,\,3
def->native_function();,3
attribute,3
assign,3
Plugin,3
Simple,3
half,3
non-empty,3
letters,3
pCollection,3
\"\fuzz"\])\,3
l,3
func,3
mean,3
(not,3
simply,3
\right,\,3
things,3
Invalid,3
domain,3
trigger,3
\i.e.,\,3
std::endl;,3
\1,\,3
descriptors,3
building,3
reach,3
incompatibleUnits,3
exactly<'/'>,3
Is,3
limitation,3
hcenter(),3
fractional,3
ops,3
we'll,3
initialization,3
libuv,3
\quoted_string,\,3
ns,3
Attribute,3
being,3
unix,3
illegal,3
Sass),3
12]],3
(also,3
Red,3
separation,3
naive,3
100,3
AUTHORS,3
scan,3
rows,3
ending,3
First,3
left;,3
\here,\,3
extract,3
continue;,3
gaps,3
magic,3
utf16,3
loopStart,3
AST_Node_Ptr,3
chance,3
AN,3
finish,3
\traces,\,3
portions,3
holding,3
boolean,3
Filter,3
normalize,3
\'~',\,3
printComplexSelectorDeque,3
sell,3
Expression_Ptr,3
though),3
tokens,3
DEBUG_EXEC,3
sections,3
precision,3
testing,3
self,3
pseudo-classes,3
sides,3
char),3
thing,3
(auto,3
ugly,3
environments,3
build,3
normalized,3
locally,3
least,3
outputs,3
performance,3
overflow,3
figure,3
stray,3
'+',3
selector),3
postion,3
happens,3
<iostream>,2
scientific,2
kept,2
merging,2
\@ssm.get(Set[:foo,\,2
cp,2
F0..F4,2
specifiers,2
incremented,2
conected,2
quick..,2
ensures,2
\plus_sel,\,2
white-space),2
structures,2
V8_ENABLE_CHECKS,2
older,2
compare),2
outstanding,2
invokes,2
(linked,2
std::stringstream,2
Lexer;,2
Release,2
WebView,2
plus_sel,2
Presistents,2
(without,2
cordova.getActivity().runOnUiThread(runnable);,2
readable,2
two.klone();,2
finding,2
i.e,2
\[["\\,2
errtype(),2
descriptor,2
orderings,2
(newline,2
attempt,2
global),2
s2.first.is_a?(SimpleSequence),2
\stack,\,2
/////////////////////////////////////////////,2
\"\["\;\,2
Incs,2
'@',2
real_uri_prefix(const,2
stdin,2
\Exception::Base(b->pstate(),\,2
gv[i].code,2
permutate,2
Execute,2
(path,2
trouble,2
\However,\,2
.sass,2
/////////////////////////////////////////,2
various,2
IE,2
lexer),2
parser/prelexer,2
h.height(),2
manager,2
\false,\,2
nature,2
pstate_);,2
dpcm,2
parse_operators,2
unitless,2
curved,2
JMA,2
discriminator,2
pnm,2
synchronous,2
'),2
semantics,2
(as,2
////,2
parse_relation,2
Converts,2
5]],2
childSeq,2
\character,\,2
dreaded,2
bind,2
Pointer,2
Saturation,2
revert,2
indicator,2
major,2
TODO(bnoordhuis),2
lhs.tail.is_superselector_of(marker.tail),2
Import_Stub,2
backslash,2
Sass_Color,2
heap-allocated,2
path.dup,2
inadvertent,2
guesses();,2
request,2
reads,2
Individual,2
comes,2
\bracketed,\,2
failed,2
\replace,\,2
zones,2
denoting,2
optional_css_comments,2
filename.pnm,2
appending,2
\value"\,\,2
([\+\-]+),2
\!ends_with(i->first,\,2
completed,2
nonexact,2
happen,2
cloned,2
get_sequence_x,2
linkage,2
consumned,2
\null,\,2
*i;,2
\parent_superselector?(s2,\,2
backtraces,2
-o,2
\exist,\,2
Eval,2
//////////,2
pageCount,2
purposes,2
s1),2
`seq2`,2
misuse,2
\text,\,2
\optional<spaces>,\,2
start/stop,2
elements_.end();,2
---------------------,2
issues,2
fail,2
separately,2
\plus_sel.unify(tilde_sel.members,\,2
accessing,2
cm,2
Sass_Number,2
(cp,2
\thread,\,2
fin.map,2
suffix,2
pre_process_args(),2
\operation,\,2
(list,2
Sass::Util.lcs,2
lost,2
destructor,2
division,2
((rv,2
Value,2
Maximum,2
defaults,2
plugin.cpp,2
rgb_prefix(const,2
\"\Error"\;\,2
\subsequences,\,2
\"\\n"\}\,2
Draft,2
\2],\,2
random_device,2
3986,2
(OS,2
combinator:,2
recursive,2
#=>,2
cleanly,2
h,2
[current.pop],2
raise,2
\/,2
\three"\\,2
initialized,2
give,2
enforce,2
Used,2
tilde_sel.subject?),2
phase,2
url_schema(const,2
\'"\'),\,2
\sig,\,2
propset,2
invalid),2
\"\big\,2
\parent_superselector?(s.first,\,2
friend,2
.b,2
chunk1,2
col,2
hierarchy,2
(utf-8,2
first),2
'fi',2
seek,2
primarily,2
Inc,2
COMPLEX_SELECTOR,2
nearest,2
octagon,2
While,2
////////////////////////////////////////,2
\@ssm[Set[1,\,2
tempResult.push(seqs,2
sets,2
service,2
v8::Function,2
rhs's,2
\"\));\,2
\found,\,2
5)`,2
Convert,2
depending,2
physical,2
'\\';,2
seq1.pop,2
Resolve,2
32;,2
COLLECTION,2
///////////////////////////////////////////////////////////,2
holds,2
underlying,2
protocols,2
\Set[11,\,2
(v.size(),2
Evaluate,2
duplicates,2
\them,\,2
bunch,2
///////////////////////////////////////////////////,2
operates,2
By,2
(one,2
binding,2
parents,2
mm,2
non-trivial,2
\-1,\,2
\[["\Bar"\,\,2
refs,2
last_current),2
SCSS,2
\([merged,\,2
offset:,2
WEAVES,2
neither,2
'rt',2
Interpolated,2
invert,2
\empty,\,2
embed,2
///////////////////////////////////////////////////////,2
chunk1.empty,2
Calculate,2
addition,2
s2),2
scratch,2
though,2
\@s,\,2
usefull,2
(error,2
beyond,2
res,2
(NULL,2
isolated,2
Note:,2
supported,2
wide,2
rewritten,2
witch,2
mostly,2
defining,2
th,2
decorate,2
bars,2
0..lines[block]-1,2
wrong,2
garbage,2
ahead,2
example:,2
stream!,2
\|s1,\,2
Tweaks,2
unsupported,2
near,2
\(lexical,\,2
commas,2
http://en.wikipedia.org/wiki/Byte_order_mark),2
Copies,2
